company_name,title,job_department,job_type,work_location_type,pay_type,location_city,location_state,location_country,salary_min,salary_max,experience_years,description,required_skills,perks,apply_link,joining_fee_required,is_night_shift,status,display_applications_count,posted_days_ago
Freshworks,"Product Manager II",Operations,full_time,office,fixed,Ahmedabad,Gujarat,India,1200000,2500000,5,"Freshworks is hiring a Product Manager. Define product vision and drive cross-functional delivery. Strong communication skills and relevant experience preferred.","Product Strategy|Roadmaps|Analytics|Stakeholder Management","Health insurance, Transport allowance, Flexible hours",https://www.freshworks.com/company/careers,0,0,active,1229,20
Zoho,"UI/UX Designer II",Engineering,contract,hybrid,fixed,Remote,India,India,650000,1200000,2,"Zoho is hiring a UI/UX Designer. Create intuitive interfaces and user-centered product experiences. Strong communication skills and relevant experience preferred.","Figma|User Research|Prototyping|Design Systems","ESOP, Health insurance, Gym membership",https://www.zoho.com/careers,0,0,active,409,18
Mindtree,"Android Developer II",Engineering,part_time,remote,fixed,Bangalore,Karnataka,India,750000,1400000,3,"Mindtree is hiring a Android Developer. Build and ship high-quality Android applications. Strong communication skills and relevant experience preferred.","Kotlin|Android SDK|REST APIs|Firebase","Paid time off, Health insurance, Parental leave",https://www.mindtree.com/careers,0,0,active,1221,30
LTIMindtree,"iOS Developer II",Engineering,full_time,hybrid,fixed,Hyderabad,Telangana,India,800000,1500000,3,"LTIMindtree is hiring a iOS Developer. Develop native iOS apps for consumer and enterprise users. Strong communication skills and relevant experience preferred.","Swift|UIKit|SwiftUI|REST APIs","Health insurance, Paid time off, Learning budget",https://www.ltimindtree.com/careers,0,0,active,931,2
Cognizant,"Flutter Developer II",Engineering,full_time,remote,fixed,Pune,Maharashtra,India,700000,1300000,2,"Cognizant is hiring a Flutter Developer. Deliver cross-platform mobile apps from a single codebase. Strong communication skills and relevant experience preferred.","Flutter|Dart|Firebase|REST APIs","WFH, Health insurance, Annual bonus",https://careers.cognizant.com,0,0,active,882,5
"Deloitte India","Cloud Architect II",Engineering,full_time,office,fixed,Mumbai,Maharashtra,India,1800000,3500000,8,"Deloitte India is hiring a Cloud Architect. Lead cloud migration and architecture for large programs. Strong communication skills and relevant experience preferred.","AWS|Azure|Solution Design|Security|Networking","Health insurance, Transport allowance, Flexible hours",https://www2.deloitte.com/in/en/careers,0,0,active,1165,22
"EY India","Business Analyst II",Operations,contract,hybrid,fixed,Chennai,"Tamil Nadu",India,700000,1200000,3,"EY India is hiring a Business Analyst. Bridge business needs with technical delivery teams. Strong communication skills and relevant experience preferred.","Requirements|SQL|Jira|Documentation|Stakeholder Management","ESOP, Health insurance, Gym membership",https://careers.ey.com,0,0,active,2040,22
"KPMG India","Sales Executive II",Sales,part_time,remote,fixed,"Delhi NCR",Delhi,India,400000,800000,2,"KPMG India is hiring a Sales Executive. Drive revenue growth through enterprise client relationships. Strong communication skills and relevant experience preferred.","B2B Sales|CRM|Negotiation|Communication","Paid time off, Health insurance, Parental leave",https://home.kpmg/in/en/home/careers,0,0,active,1462,5
Genpact,"Digital Marketing Manager II",Marketing,full_time,hybrid,fixed,Gurgaon,Haryana,India,600000,1100000,4,"Genpact is hiring a Digital Marketing Manager. Plan and execute digital campaigns across channels. Strong communication skills and relevant experience preferred.","SEO|Google Ads|Analytics|Content Strategy","Health insurance, Paid time off, Learning budget",https://www.genpact.com/careers,0,0,active,1588,22
TCS,"HR Business Partner II","Human Resources",full_time,remote,fixed,Noida,"Uttar Pradesh",India,700000,1300000,5,"TCS is hiring a HR Business Partner. Partner with leaders on hiring, retention, and culture. Strong communication skills and relevant experience preferred.","Talent Management|Employee Relations|HR Policies","WFH, Health insurance, Annual bonus",https://www.tcs.com/careers,0,0,active,1458,15
Infosys,"Financial Analyst II",Finance,full_time,office,fixed,Kolkata,"West Bengal",India,550000,1000000,2,"Infosys is hiring a Financial Analyst. Support budgeting, forecasting, and financial reporting. Strong communication skills and relevant experience preferred.","Excel|Financial Modeling|SAP|Reporting","Health insurance, Transport allowance, Flexible hours",https://www.infosys.com/careers,0,0,active,2312,2
Wipro,"Customer Support Lead II","Customer Support",contract,hybrid,fixed,Ahmedabad,Gujarat,India,450000,850000,3,"Wipro is hiring a Customer Support Lead. Lead support operations and improve customer satisfaction. Strong communication skills and relevant experience preferred.","Customer Service|Team Leadership|CRM|Communication","ESOP, Health insurance, Gym membership",https://careers.wipro.com,0,0,active,995,4
"HCL Technologies","Cybersecurity Analyst II",Engineering,part_time,remote,fixed,Remote,India,India,900000,1700000,3,"HCL Technologies is hiring a Cybersecurity Analyst. Monitor threats and strengthen organizational security posture. Strong communication skills and relevant experience preferred.","SIEM|Network Security|Incident Response|Compliance","Paid time off, Health insurance, Parental leave",https://www.hcltech.com/careers,0,0,active,1505,18
"Tech Mahindra","Python Developer II",Engineering,full_time,hybrid,fixed,Bangalore,Karnataka,India,650000,1200000,2,"Tech Mahindra is hiring a Python Developer. Build APIs and backend services using Python frameworks. Strong communication skills and relevant experience preferred.","Python|Django|Flask|PostgreSQL|REST APIs","Health insurance, Paid time off, Learning budget",https://careers.techmahindra.com,0,0,active,694,15
"Accenture India","SAP Consultant II",Operations,full_time,remote,fixed,Hyderabad,Telangana,India,1000000,1900000,4,"Accenture India is hiring a SAP Consultant. Implement and support SAP modules for enterprise clients. Strong communication skills and relevant experience preferred.","SAP FICO|SAP MM|Implementation|Configuration","WFH, Health insurance, Annual bonus",https://www.accenture.com/in-en/careers,0,0,active,1080,2
"Capgemini India","Network Engineer II",Engineering,full_time,office,fixed,Pune,Maharashtra,India,600000,1100000,3,"Capgemini India is hiring a Network Engineer. Maintain network infrastructure and troubleshoot connectivity. Strong communication skills and relevant experience preferred.",Cisco|Routing|Switching|Firewalls|LAN/WAN,"Health insurance, Transport allowance, Flexible hours",https://www.capgemini.com/careers,0,0,active,709,24
"IBM India","Content Writer II",Marketing,contract,hybrid,fixed,Mumbai,Maharashtra,India,350000,650000,1,"IBM India is hiring a Content Writer. Create engaging content for web, blogs, and marketing campaigns. Strong communication skills and relevant experience preferred.","Content Writing|SEO|Editing|Research","ESOP, Health insurance, Gym membership",https://www.ibm.com/careers,0,0,active,1515,4
"Amazon India","Operations Manager II",Operations,part_time,remote,fixed,Chennai,"Tamil Nadu",India,900000,1600000,6,"Amazon India is hiring a Operations Manager. Optimize daily operations and cross-team workflows. Strong communication skills and relevant experience preferred.","Operations|Process Improvement|Team Management|KPIs","Paid time off, Health insurance, Parental leave",https://www.amazon.jobs/en/locations/india,0,0,active,228,20
Flipkart,"Senior Java Developer II",Engineering,full_time,hybrid,fixed,"Delhi NCR",Delhi,India,900000,1800000,5,"Flipkart is hiring a Senior Java Developer. Design and build scalable backend services for enterprise clients. Strong communication skills and relevant experience preferred.","Java|Spring Boot|Microservices|SQL|AWS","Health insurance, Paid time off, Learning budget",https://www.flipkartcareers.com,0,0,active,2280,6
Swiggy,"React Frontend Engineer II",Engineering,full_time,remote,fixed,Gurgaon,Haryana,India,700000,1300000,2,"Swiggy is hiring a React Frontend Engineer. Develop responsive web applications with modern frontend stacks. Strong communication skills and relevant experience preferred.","React|TypeScript|REST APIs|CSS|Git","WFH, Health insurance, Annual bonus",https://careers.swiggy.com,0,0,active,88,8
Zomato,"Full Stack Developer II",Engineering,full_time,office,fixed,Noida,"Uttar Pradesh",India,800000,1500000,3,"Zomato is hiring a Full Stack Developer. Own features end-to-end across API and UI layers. Strong communication skills and relevant experience preferred.",Node.js|React|MongoDB|PostgreSQL|Docker,"Health insurance, Transport allowance, Flexible hours",https://www.zomato.com/careers,0,0,active,249,21
Paytm,"DevOps Engineer II",Engineering,contract,hybrid,fixed,Kolkata,"West Bengal",India,1000000,2000000,4,"Paytm is hiring a DevOps Engineer. Automate deployments and maintain cloud infrastructure. Strong communication skills and relevant experience preferred.",AWS|Kubernetes|Terraform|CI/CD|Linux,"ESOP, Health insurance, Gym membership",https://paytm.com/careers,0,0,active,1572,24
PhonePe,"Data Analyst II",Operations,part_time,remote,fixed,Ahmedabad,Gujarat,India,500000,900000,1,"PhonePe is hiring a Data Analyst. Transform business data into dashboards and actionable insights. Strong communication skills and relevant experience preferred.","SQL|Excel|Python|Power BI|Tableau","Paid time off, Health insurance, Parental leave",https://www.phonepe.com/careers,0,0,active,1835,1
Razorpay,"Data Scientist II",Engineering,full_time,hybrid,fixed,Remote,India,India,1100000,2200000,3,"Razorpay is hiring a Data Scientist. Build predictive models and analytics solutions for product teams. Strong communication skills and relevant experience preferred.","Python|Machine Learning|Statistics|Pandas|SQL","Health insurance, Paid time off, Learning budget",https://razorpay.com/jobs,0,0,active,2397,29
Freshworks,"QA Automation Engineer II",Engineering,full_time,remote,fixed,Bangalore,Karnataka,India,600000,1100000,2,"Freshworks is hiring a QA Automation Engineer. Design automated test suites and improve release quality. Strong communication skills and relevant experience preferred.","Selenium|Java|API Testing|Jira|Agile","WFH, Health insurance, Annual bonus",https://www.freshworks.com/company/careers,0,0,active,2219,19
Zoho,"Product Manager II",Operations,full_time,office,fixed,Hyderabad,Telangana,India,1200000,2500000,5,"Zoho is hiring a Product Manager. Define product vision and drive cross-functional delivery. Strong communication skills and relevant experience preferred.","Product Strategy|Roadmaps|Analytics|Stakeholder Management","Health insurance, Transport allowance, Flexible hours",https://www.zoho.com/careers,0,0,active,2154,29
Mindtree,"UI/UX Designer II",Engineering,contract,hybrid,fixed,Pune,Maharashtra,India,650000,1200000,2,"Mindtree is hiring a UI/UX Designer. Create intuitive interfaces and user-centered product experiences. Strong communication skills and relevant experience preferred.","Figma|User Research|Prototyping|Design Systems","ESOP, Health insurance, Gym membership",https://www.mindtree.com/careers,0,0,active,1654,10
LTIMindtree,"Android Developer II",Engineering,part_time,remote,fixed,Mumbai,Maharashtra,India,750000,1400000,3,"LTIMindtree is hiring a Android Developer. Build and ship high-quality Android applications. Strong communication skills and relevant experience preferred.","Kotlin|Android SDK|REST APIs|Firebase","Paid time off, Health insurance, Parental leave",https://www.ltimindtree.com/careers,0,0,active,1428,7
Cognizant,"iOS Developer II",Engineering,full_time,hybrid,fixed,Chennai,"Tamil Nadu",India,800000,1500000,3,"Cognizant is hiring a iOS Developer. Develop native iOS apps for consumer and enterprise users. Strong communication skills and relevant experience preferred.","Swift|UIKit|SwiftUI|REST APIs","Health insurance, Paid time off, Learning budget",https://careers.cognizant.com,0,0,active,1010,25
